"","K","eta_hunt","eta_nat","theta","gamma","alpha_max","ksi","omega","s","beta","p1","p2_q1","p2_q2","p2_q3","p2_q4","phi","sigma1_mean","sigma1_rate","start_q","S_0","E1_0","SuperS_0","SuperE1_0","I_0","SuperI_0"
"626",552,0.155423,0.029452,14.0503,0.017691,1.061899,0.342933,10.156654,69.707717,0.190092,1,0,0,0,0,14.741801,63.100612,0.301657,1,355,12,185,0,0,0
"627",424,0.563549,0.022076,9.588406,0.031158,1.039429,0.469426,10.790392,62.439579,0.184807,1,0,0,0,0,9.064536,278.327775,0.392359,1,221,9,194,0,0,0
"628",534,0.969682,0.010831,4.555074,0.051003,0.928046,0.643479,10.175999,63.958135,0.132606,1,0,0,0,0,40.560105,278.44263,3.973324,1,187,11,336,0,0,0
"629",387,0.492524,0.023297,2.038075,0.0291,1.057516,0.557127,10.872903,74.704339,0.104541,1,0,0,0,0,18.758076,573.657295,2.492067,1,168,8,211,0,0,0
"630",546,0.177148,0.027111,19.115057,0.055955,1.050587,0.508925,11.033217,67.220433,0.087507,1,0,0,0,0,22.056432,226.58746,3.27192,1,263,11,272,0,0,0
"631",328,0.526007,0.03555,5.036832,0.039582,0.95402,0.123675,10.130566,67.885485,0.172272,1,0,0,0,0,44.373539,316.186292,4.698954,1,282,7,39,0,0,0
"632",902,0.076467,0.009227,15.429876,0.019267,0.940371,0.651643,10.089148,71.738584,0.008487,1,0,0,0,0,29.901539,424.312412,5.229904,1,308,19,575,0,0,0
"633",277,0.697519,0.026704,0.631823,0.042054,0.973685,0.14971,10.200298,68.588784,0.173972,1,0,0,0,0,40.959219,536.874263,5.341161,1,231,6,40,0,0,0
"634",486,0.46279,0.018518,10.822348,0.047634,1.000112,0.768889,10.489357,70.854987,0.215094,1,0,0,0,0,27.65712,401.969204,1.191919,1,111,10,365,0,0,0
"635",662,0.666019,0.022869,10.843888,0.062193,1.004978,0.827744,9.719703,64.865352,0.117696,1,0,0,0,0,36.652536,92.424782,2.555765,1,112,14,536,0,0,0
"636",665,0.801321,0.030748,17.197081,0.058444,1.002368,0.352973,10.730464,66.926695,0.160553,1,0,0,0,0,41.529211,430.278342,3.439585,1,422,14,229,0,0,0
"637",715,0.824432,0.038879,13.474662,0.046817,1.051829,0.211221,10.161732,66.960722,0.098897,1,0,0,0,0,47.599517,180.551644,3.172664,1,553,15,147,0,0,0
"638",186,0.797919,0.020641,2.829383,0.036243,0.962604,0.373123,11.036226,66.68907,0.175226,1,0,0,0,0,32.78535,419.656045,3.608951,1,115,4,67,0,0,0
"639",476,0.929968,0.021513,19.369125,0.067664,1.046905,0.329007,9.655791,72.248297,0.042165,1,0,0,0,0,39.469597,218.74554,4.100398,1,313,10,153,0,0,0
"640",750,0.818757,0.007881,2.358788,0.000886,0.945561,0.555375,10.028329,68.083119,0.156661,1,0,0,0,0,12.319171,441.593783,1.445467,1,327,15,408,0,0,0
"641",133,0.145281,0.025883,2.56832,0.072557,0.927937,0.631925,10.643223,71.49247,0.22604,1,0,0,0,0,5.591184,427.848785,2.921356,1,48,3,82,0,0,0
"642",423,0.114153,0.021917,17.810433,0.072931,0.963911,0.740222,10.985195,72.921628,0.120783,1,0,0,0,0,25.182239,581.275559,0.275945,1,108,9,306,0,0,0
"643",743,0.218304,0.018917,12.24569,0.072088,0.989197,0.964195,10.229327,74.045254,0.056555,1,0,0,0,0,43.416893,268.826107,0.811997,1,27,15,701,0,0,0
"644",96,0.207558,0.015561,12.66414,0.078449,0.989412,0.788654,10.725214,73.12808,0.092294,1,0,0,0,0,31.603526,406.487893,0.25206,1,20,2,74,0,0,0
"645",119,0.922328,0.025413,4.114513,0.020658,0.937798,0.293959,10.684824,64.761108,0.063415,1,0,0,0,0,9.284257,435.916719,3.202293,1,82,3,34,0,0,0
"646",770,0.255828,0.024651,19.438059,0.078976,0.956046,0.549757,9.310825,61.521953,0.123491,1,0,0,0,0,35.626854,155.492688,1.676594,1,340,16,414,0,0,0
"647",510,0.733883,0.00456,12.6218,0.04957,0.975736,0.67395,9.856277,63.75917,0.169528,1,0,0,0,0,21.672039,470.862169,3.861897,1,163,11,336,0,0,0
"648",963,0.030025,0.017295,13.56619,0.038157,1.044235,0.99038,11.043276,65.594041,0.095456,1,0,0,0,0,45.723324,465.986027,0.361529,1,10,20,933,0,0,0
"649",845,0.994648,0.002881,18.602437,0.049487,0.959563,0.565537,10.704217,62.254341,0.174101,1,0,0,0,0,38.692027,483.6696,2.769175,1,360,17,468,0,0,0
"650",870,0.887401,0.024558,2.073478,0.051967,1.054116,0.490439,11.1659,68.664198,0.149944,1,0,0,0,0,12.377222,584.525741,3.470769,1,435,18,417,0,0,0
"651",581,0.587067,0.032276,13.485589,0.028238,0.92918,0.864626,10.957062,70.466231,0.070505,1,0,0,0,0,7.67138,440.486624,0.409104,1,78,12,491,0,0,0
"652",843,0.999639,0.006027,16.346534,0.073084,0.985958,0.462573,9.774237,74.344918,0.23859,1,0,0,0,0,0.794101,499.430018,4.659653,1,444,17,382,0,0,0
"653",671,0.837257,0.024539,19.720558,0.043131,1.093046,0.190132,10.569252,66.153001,0.241268,1,0,0,0,0,34.888168,187.722634,3.036546,1,533,14,124,0,0,0
"654",244,0.06714,0.010234,13.872187,0.03916,1.04775,0.704273,11.03342,67.620566,0.13494,1,0,0,0,0,17.665846,367.701972,3.459546,1,71,5,168,0,0,0
"655",270,0.351488,0.004279,5.406536,0.03281,0.977854,0.246162,10.5889,71.075534,0.115301,1,0,0,0,0,43.648919,313.985754,1.464305,1,200,6,64,0,0,0
"656",702,0.401166,0.029064,0.685242,0.013507,0.904585,0.980366,10.208535,64.531125,0.058298,1,0,0,0,0,22.759071,220.23471,0.240323,1,14,15,673,0,0,0
"657",545,0.373668,0.016401,12.14699,0.075873,0.902018,0.261687,10.587261,67.961487,0.240436,1,0,0,0,0,7.558064,592.258036,3.943367,1,395,11,139,0,0,0
"658",207,0.886037,0.009999,3.86763,0.019113,0.913056,0.879624,10.813043,67.753997,0.199393,1,0,0,0,0,16.824735,272.923934,4.647567,1,25,5,177,0,0,0
"659",719,0.424213,0.005559,18.44742,0.003902,0.920436,0.669723,9.752208,71.805666,0.060489,1,0,0,0,0,37.212514,51.600039,5.426753,1,233,15,471,0,0,0
"660",646,0.766003,0.016103,15.537116,0.050359,1.05134,0.422438,9.616024,67.190783,0.173406,1,0,0,0,0,6.045865,110.108889,2.675678,1,366,13,267,0,0,0
"661",817,0.60027,0.001883,1.861298,0.016138,1.068808,0.994395,10.744165,68.922211,0.220511,1,0,0,0,0,24.896487,444.428528,2.62492,1,5,17,795,0,0,0
"662",711,0.615812,0.035684,9.501166,0.02075,0.948047,0.846788,10.370907,69.883086,0.19,1,0,0,0,0,14.783159,293.510969,2.045219,1,107,15,589,0,0,0
"663",705,0.673764,0.017165,9.552343,0.013347,1.055168,0.741868,9.690278,72.115175,0.006879,1,0,0,0,0,14.182895,537.463684,4.194894,1,179,15,511,0,0,0
"664",285,0.32711,0.037064,10.386138,0.052258,0.962186,0.244673,10.698709,67.979303,0.225622,1,0,0,0,0,3.242806,120.016607,2.376178,1,211,6,68,0,0,0
"665",447,0.122264,0.036131,6.349309,0.049073,0.934255,0.276905,10.172382,72.992284,0.132435,1,0,0,0,0,33.011176,59.507965,2.728985,1,317,9,121,0,0,0
"666",995,0.926199,0.005119,0.452422,0.034261,0.980912,0.481992,10.297244,65.309549,0.141886,1,0,0,0,0,3.564341,378.558775,2.359152,1,506,20,469,0,0,0
"667",895,0.943728,0.009867,12.563116,0.079308,0.95534,0.703721,9.648427,73.091633,0.238888,1,0,0,0,0,18.098476,337.242332,5.01106,1,260,18,617,0,0,0
"668",120,0.307725,0.00218,12.003957,0.064962,0.988781,0.782219,10.021083,74.439513,0.11317,1,0,0,0,0,36.910145,322.270416,1.620448,1,26,3,91,0,0,0
"669",169,0.59316,0.017771,13.26718,0.041148,0.948257,0.791154,9.579586,72.678839,0.162234,1,0,0,0,0,10.041361,385.048026,4.570097,1,35,4,130,0,0,0
"670",940,0.974667,0.017014,4.717823,0.06786,0.94146,0.54166,10.599388,70.044488,0.169154,1,0,0,0,0,46.457673,348.73083,3.381827,1,423,19,498,0,0,0
"671",697,0.364324,0.007347,10.508841,0.015165,0.968364,0.635478,10.773812,71.641581,0.161678,1,0,0,0,0,1.395816,364.419722,2.232109,1,249,14,434,0,0,0
"672",526,0.061531,0.022098,1.333577,0.06918,0.953009,0.754019,10.47235,72.123206,0.18439,1,0,0,0,0,20.181028,98.774748,3.488397,1,127,11,388,0,0,0
"673",875,0.459147,0.004089,7.263861,0.016957,0.968454,0.745796,10.605986,68.475008,0.22041,1,0,0,0,0,8.542282,160.411004,2.889979,1,218,18,639,0,0,0
"674",646,0.769152,0.017059,11.224178,0.043595,0.971681,0.620635,10.253635,61.35703,0.176374,1,0,0,0,0,39.771254,41.195699,4.262427,1,241,13,392,0,0,0
"675",858,0.479259,0.025026,16.271958,0.003143,0.979579,0.674279,11.097105,63.700639,0.247434,1,0,0,0,0,18.717295,296.86471,3.757811,1,274,18,566,0,0,0
"676",364,0.567622,0.019391,5.53315,0.039289,0.967581,0.766963,10.259213,70.187262,0.239185,1,0,0,0,0,34.317672,521.212341,3.88359,1,83,8,273,0,0,0
"677",318,0.031934,0.024796,2.363256,0.054305,0.923922,0.686142,10.700118,73.768444,0.222901,1,0,0,0,0,20.256055,169.506228,2.349575,1,98,7,213,0,0,0
"678",522,0.616383,0.02102,18.362704,0.023963,0.908861,0.875577,9.402159,63.37463,0.013868,1,0,0,0,0,5.802407,213.1508,0.116554,1,64,11,447,0,0,0
"679",446,0.409489,0.023762,18.482004,0.034136,1.083078,0.752728,11.257125,65.645962,0.071686,1,0,0,0,0,35.681374,503.956868,4.142178,1,109,9,328,0,0,0
"680",346,0.240529,0.029286,2.786717,0.070214,0.931406,0.486075,10.517664,70.174619,0.235838,1,0,0,0,0,15.340626,189.161469,1.523832,1,175,7,164,0,0,0
"681",738,0.330951,0.035755,5.928824,0.002221,0.946424,0.729987,10.689356,63.551139,0.019796,1,0,0,0,0,20.321764,69.4779,3.260672,1,196,15,527,0,0,0
"682",836,0.710101,0.007967,4.295012,0.005236,1.024141,0.719179,9.640117,67.011805,0.190517,1,0,0,0,0,30.080966,554.451382,1.318761,1,230,17,589,0,0,0
"683",545,0.134819,0.003952,19.568915,0.016915,1.031327,0.97801,11.072284,71.106372,0.108043,1,0,0,0,0,40.853561,382.417356,1.243331,1,12,11,522,0,0,0
"684",606,0.256832,0.013268,11.318112,0.014073,1.000691,0.891451,10.531745,68.479712,0.077414,1,0,0,0,0,36.801428,527.364134,2.914141,1,65,13,528,0,0,0
"685",675,0.725542,0.032534,12.034387,0.054124,1.018764,0.440883,10.180558,63.024921,0.185255,1,0,0,0,0,44.329847,395.797107,2.992257,1,370,14,291,0,0,0
"686",403,0.747459,0.019172,8.764561,0.052227,1.03776,0.186845,10.896407,62.107285,0.221656,1,0,0,0,0,38.60562,452.488232,4.28732,1,321,9,73,0,0,0
"687",916,0.140068,0.009795,5.353348,0.027469,1.030304,0.981889,9.684785,70.26084,0.049823,1,0,0,0,0,21.504515,389.709589,0.990269,1,17,19,880,0,0,0
"688",583,0.649958,0.030247,8.683336,0.032925,0.92733,0.920263,10.781431,66.317924,0.177844,1,0,0,0,0,17.760337,210.826641,2.412981,1,46,12,525,0,0,0
"689",443,0.821225,0.033481,11.466814,0.023766,1.030985,0.787174,11.291298,69.500299,0.004004,1,0,0,0,0,17.512644,524.883088,2.023177,1,93,9,341,0,0,0
"690",97,0.755149,0.011623,1.502366,0.027375,0.91926,0.922548,10.853222,69.479623,0.243459,1,0,0,0,0,26.787163,416.57808,4.247832,1,8,2,87,0,0,0
"691",652,0.015242,0.004858,16.171111,0.04016,0.931984,0.381135,9.559359,74.59888,0.075728,1,0,0,0,0,15.489713,143.728661,5.681498,1,395,14,243,0,0,0
"692",66,0.43505,0.004447,15.200864,0.050526,1.011515,0.835306,10.806397,72.747193,0.148818,1,0,0,0,0,18.237521,243.909698,2.543689,1,11,2,53,0,0,0
"693",278,0.441991,0.0146,9.072646,0.076405,0.91231,0.415328,10.302565,70.732558,0.210362,1,0,0,0,0,32.2304,514.973881,3.750872,1,160,6,112,0,0,0
"694",308,0.236023,0.039468,8.653648,0.026645,0.999858,0.377978,10.346663,67.399479,0.206202,1,0,0,0,0,16.778712,98.219397,4.970728,1,188,7,113,0,0,0
"695",499,0.092052,0.025438,12.472137,0.066728,0.955165,0.509148,9.425217,68.11669,0.144607,1,0,0,0,0,35.109973,212.338022,1.505654,1,241,10,248,0,0,0
"696",691,0.220113,0.012532,11.528748,0.028277,1.01637,0.861096,9.488909,67.136431,0.03911,1,0,0,0,0,7.726478,250.219969,3.508469,1,95,14,582,0,0,0
"697",456,0.959638,0.030546,16.155173,0.046835,1.064339,0.537835,9.35149,65.479217,0.054892,1,0,0,0,0,48.779514,217.540023,3.902373,1,207,10,239,0,0,0
"698",953,0.743561,0.013646,10.1087,0.005285,0.900414,0.171193,9.365195,73.580025,0.097944,1,0,0,0,0,20.753628,123.113186,4.399883,1,774,20,159,0,0,0
"699",894,0.170036,0.016369,17.17051,0.037776,0.939153,0.774108,9.645217,68.700131,0.012616,1,0,0,0,0,42.748841,119.290769,5.53328,1,198,18,678,0,0,0
"700",985,0.866437,0.028566,8.457351,0.057445,0.959054,0.730297,10.109584,68.548865,0.182294,1,0,0,0,0,28.40494,570.422569,3.736856,1,261,20,704,0,0,0
"701",861,0.281369,0.028406,11.118401,0.040608,0.92451,0.452512,10.572727,73.325664,0.21235,1,0,0,0,0,1.405476,140.769268,3.374201,1,462,18,381,0,0,0
"702",626,0.57243,0.020381,13.931806,0.025157,1.019861,0.946967,11.06054,73.528539,0.166344,1,0,0,0,0,21.189116,531.229251,3.889373,1,33,13,580,0,0,0
"703",385,0.940286,0.00201,13.343894,0.05407,1.002733,0.589565,10.023145,63.007556,0.175936,1,0,0,0,0,24.51102,308.530106,4.614769,1,155,8,222,0,0,0
"704",844,0.309904,0.01445,10.545545,0.009924,0.917217,0.77149,10.661844,68.84463,0.140516,1,0,0,0,0,9.30518,557.887183,3.800249,1,189,17,638,0,0,0
"705",563,0.269773,0.022141,0.872254,0.080896,0.982354,0.644548,10.311619,62.567584,0.192132,1,0,0,0,0,38.085998,48.959401,0.643317,1,196,12,355,0,0,0
"706",804,0.730316,0.016263,19.00234,0.040071,1.000439,0.716837,9.921284,62.021353,0.098714,1,0,0,0,0,41.702095,233.890358,1.994402,1,223,17,564,0,0,0
"707",550,0.357656,0.011049,16.74678,0.046974,1.088383,0.761708,10.445092,69.676554,0.154733,1,0,0,0,0,35.972423,595.932724,0.474603,1,129,11,410,0,0,0
"708",559,0.233203,0.012916,2.265054,0.016022,1.036219,0.921361,10.243977,70.116919,0.217813,1,0,0,0,0,19.986822,298.622529,5.328619,1,44,12,503,0,0,0
"709",922,0.975851,0.012782,1.019935,0.0245,1.068652,0.595292,11.103122,67.200399,0.214247,1,0,0,0,0,18.847,473.496753,3.152609,1,366,19,537,0,0,0
"710",482,0.948287,0.016722,2.11557,0.028016,1.04365,0.676154,9.964891,64.815182,0.222402,1,0,0,0,0,26.46001,393.700241,2.536707,1,153,10,319,0,0,0
"711",977,0.557582,0.008928,6.942392,0.048368,0.969273,0.870254,10.738096,70.146346,0.245777,1,0,0,0,0,27.811127,449.689168,4.320591,1,125,20,832,0,0,0
"712",720,0.252411,0.011735,7.361346,0.061716,0.98292,0.744796,9.382445,72.789721,0.166841,1,0,0,0,0,35.245704,196.421585,5.298242,1,180,15,525,0,0,0
"713",388,0.566081,0.029776,8.099038,0.04715,0.903864,0.786926,9.690109,62.504347,0.193733,1,0,0,0,0,28.866478,81.635336,1.661987,1,81,8,299,0,0,0
"714",873,0.065711,0.012482,3.051323,0.007516,1.019095,0.317232,10.817509,67.369716,0.139475,1,0,0,0,0,8.550783,40.700191,1.990991,1,584,18,271,0,0,0
"715",737,0.57886,0.028335,2.89278,0.077797,1.019209,0.331155,10.55046,73.717728,0.172946,1,0,0,0,0,8.226225,347.307712,3.347174,1,483,15,239,0,0,0
"716",901,0.78374,0.017831,1.642798,0.063359,1.046451,0.468294,9.919279,62.647184,0.150481,1,0,0,0,0,16.164377,246.832079,2.021704,1,469,19,413,0,0,0
"717",762,0.348886,0.027007,12.511438,0.076472,1.003712,0.914601,10.636488,66.941402,0.062184,1,0,0,0,0,7.117542,521.707842,0.507374,1,64,16,682,0,0,0
"718",296,0.071231,0.024068,8.402626,0.0231,1.013598,0.48892,9.593848,71.556679,0.235158,1,0,0,0,0,9.249836,104.760807,0.715969,1,149,6,141,0,0,0
"719",677,0.831486,0.025278,2.998894,0.030301,1.064818,0.757044,11.262806,72.936546,0.167938,1,0,0,0,0,32.390334,493.332746,1.766644,1,162,14,501,0,0,0
"720",273,0.875517,0.022425,12.088458,0.021063,1.02587,0.714213,10.321452,65.119205,0.066103,1,0,0,0,0,18.107349,398.678809,0.124809,1,77,6,190,0,0,0
"721",480,0.741535,0.000367,10.95279,0.07505,0.961941,0.783462,10.562042,67.177735,0.005355,1,0,0,0,0,13.174027,520.561213,3.076633,1,102,10,368,0,0,0
"722",698,0.795988,0.035322,12.556029,0.011788,1.080943,0.776576,11.148811,70.602508,0.14354,1,0,0,0,0,25.070369,160.185283,2.422913,1,153,14,531,0,0,0
"723",590,0.815278,0.035536,17.11841,0.035276,1.03675,0.423461,9.946028,63.532913,0.083332,1,0,0,0,0,48.595925,349.6597,1.185656,1,334,12,244,0,0,0
"724",705,0.157993,0.037097,7.228826,0.008625,0.974806,0.770397,10.837373,63.939533,0.055357,1,0,0,0,0,13.589601,215.872062,2.181414,1,159,15,531,0,0,0
"725",544,0.788676,0.012643,11.550717,0.045324,0.908174,0.335281,10.026298,62.324575,0.084113,1,0,0,0,0,16.522175,348.142705,2.512325,1,355,11,178,0,0,0
"726",938,0.020374,0.016937,18.509796,0.056007,1.081799,0.966217,9.415897,70.873956,0.037001,1,0,0,0,0,33.066272,172.23778,2.341168,1,32,19,887,0,0,0
"727",608,0.118617,0.024976,6.214435,0.002808,0.990597,0.520202,10.499402,68.904295,0.145893,1,0,0,0,0,4.631628,202.889235,2.065101,1,286,13,309,0,0,0
"728",914,0.681524,0.013942,4.890213,0.030018,1.0219,0.972041,11.317272,64.697403,0.145373,1,0,0,0,0,14.977954,361.543262,2.706533,1,26,19,869,0,0,0
"729",421,0.329109,0.004022,15.15034,0.080482,1.040478,0.803782,11.08006,71.057454,0.133002,1,0,0,0,0,19.352923,544.949707,0.055567,1,81,9,331,0,0,0
"730",159,0.688812,0.026538,17.98255,0.039967,0.960271,0.08318,10.397901,66.301987,0.200708,1,0,0,0,0,32.081409,220.82928,1.944138,1,143,4,12,0,0,0
"731",664,0.210021,0.021788,5.974314,0.053093,0.930842,0.386496,10.34437,72.10207,0.213648,1,0,0,0,0,7.208937,64.363668,1.075015,1,399,14,251,0,0,0
"732",405,0.489376,0.02011,8.124074,0.047389,0.952809,0.648344,10.482232,71.345744,0.205197,1,0,0,0,0,24.484154,302.514988,0.936407,1,140,9,256,0,0,0
"733",953,0.590719,0.019092,0.601449,0.012621,0.9949,0.494698,9.375642,65.729864,0.122381,1,0,0,0,0,30.514627,412.568871,4.485576,1,472,20,461,0,0,0
"734",945,0.268508,0.018616,14.300271,0.038868,1.012435,0.597682,9.85836,63.180994,0.237907,1,0,0,0,0,10.867416,375.639102,1.481797,1,373,19,553,0,0,0
"735",801,0.744652,0.0377,8.015015,0.051609,1.028685,0.872737,10.619323,62.760172,0.044685,1,0,0,0,0,42.773396,310.928364,0.75201,1,100,17,684,0,0,0
"736",169,0.996953,0.002544,18.338405,0.060351,1.055918,0.040715,9.705868,67.636154,0.160322,1,0,0,0,0,0.250655,82.337849,1.924361,1,159,4,6,0,0,0
"737",230,0.129847,0.020815,15.161406,0.060796,0.971111,0.318988,11.232507,73.010816,0.015845,1,0,0,0,0,19.425322,431.780317,3.85479,1,154,5,71,0,0,0
"738",269,0.51589,0.020229,12.368405,0.031638,0.970945,0.286299,10.013717,69.183742,0.232945,1,0,0,0,0,27.321455,191.0901,0.152634,1,188,6,75,0,0,0
"739",557,0.514048,0.012029,1.591527,0.003576,1.048333,0.937363,9.86431,62.403726,0.062983,1,0,0,0,0,42.00882,236.789194,2.582219,1,35,12,510,0,0,0
"740",269,0.08104,0.039333,12.961622,0.00916,0.935847,0.596528,10.392406,72.061276,0.218453,1,0,0,0,0,3.112273,148.537714,3.241945,1,107,6,156,0,0,0
"741",686,0.139979,0.018229,10.278369,0.009853,0.919495,0.950753,9.436704,70.287114,0.074849,1,0,0,0,0,19.462538,254.398052,4.48865,1,34,14,638,0,0,0
"742",396,0.625407,0.008885,14.90458,0.023185,1.004411,0.497922,9.743629,68.286412,0.191316,1,0,0,0,0,13.293309,168.213811,0.543529,1,195,8,193,0,0,0
"743",767,0.497766,0.015627,8.299281,0.041768,1.007509,0.18597,9.749319,67.103622,0.076448,1,0,0,0,0,47.026961,471.862832,1.601602,1,612,16,139,0,0,0
"744",923,0.302312,0.012323,13.435865,0.023506,0.918944,0.250933,9.833538,71.377888,0.106072,1,0,0,0,0,16.937936,72.002303,4.684992,1,678,19,226,0,0,0
"745",427,0.372573,0.039638,12.84867,0.020248,1.032113,0.664235,10.958724,68.735519,0.086944,1,0,0,0,0,22.209503,206.522175,1.53215,1,141,9,277,0,0,0
"746",469,0.661618,0.011852,4.533542,0.080826,0.900066,0.548994,9.419195,65.243916,0.172679,1,0,0,0,0,10.15208,490.889441,2.475046,1,208,10,251,0,0,0
"747",602,0.965748,0.025946,19.170812,0.072627,0.997923,0.764241,10.624626,64.887558,0.195022,1,0,0,0,0,41.202833,495.81916,2.002648,1,139,13,450,0,0,0
"748",851,0.677698,0.014539,7.860975,0.027532,0.907369,0.945601,10.264521,74.620999,0.047034,1,0,0,0,0,6.921844,331.106985,1.701682,1,46,18,787,0,0,0
"749",439,0.736943,0.03244,7.53819,0.041952,1.027954,0.302869,10.452941,64.971767,0.242324,1,0,0,0,0,37.126706,355.148621,3.118201,1,300,9,130,0,0,0
"750",762,0.517581,8.9e-05,14.287105,0.042579,1.001865,0.327804,9.318007,70.327121,0.07995,1,0,0,0,0,36.332095,135.888463,1.913617,1,502,16,244,0,0,0
"751",119,0.354342,0.011637,5.44738,0.021285,1.005645,0.751179,11.109713,73.030843,0.107109,1,0,0,0,0,6.116302,475.258832,3.365044,1,29,3,87,0,0,0
"752",618,0.315723,0.031612,9.373073,0.056557,0.901768,0.808242,10.495785,72.069234,0.05816,1,0,0,0,0,40.184541,505.001084,3.281983,1,117,13,488,0,0,0
"753",636,0.81021,0.020207,5.106578,0.011518,1.020054,0.874603,9.777815,70.807533,0.023007,1,0,0,0,0,26.837637,103.427824,1.919366,1,79,13,544,0,0,0
"754",356,0.44514,0.034176,9.110755,0.063834,0.999157,0.192411,9.570445,74.127145,0.094624,1,0,0,0,0,25.754482,230.272335,3.484785,1,282,8,66,0,0,0
"755",775,0.543307,0.012229,18.279933,0.035719,1.024706,0.601228,9.903776,69.52198,0.187618,1,0,0,0,0,4.776345,24.997948,1.181395,1,303,16,456,0,0,0
"756",638,0.496003,0.036404,11.774337,0.040487,0.972735,0.732397,11.20503,69.179088,0.071894,1,0,0,0,0,12.14623,427.165745,0.387865,1,168,13,457,0,0,0
"757",537,0.477799,0.018864,8.801852,0.054185,1.010378,0.241255,9.625881,65.700308,0.219433,1,0,0,0,0,9.685797,412.829776,5.161626,1,400,11,126,0,0,0
"758",949,0.69037,0.000747,6.130463,0.06858,0.988212,0.570583,10.055081,68.520807,0.142731,1,0,0,0,0,8.452369,105.032536,2.110125,1,400,19,530,0,0,0
"759",484,0.113658,0.031934,8.222798,0.040879,0.972151,0.491476,10.358646,71.220856,0.229023,1,0,0,0,0,7.868853,121.091465,2.896926,1,242,10,232,0,0,0
"760",929,0.962046,0.003057,3.902715,0.024712,1.007792,0.538133,10.442224,61.708508,0.164306,1,0,0,0,0,6.239776,397.623471,2.801255,1,421,19,489,0,0,0
"761",332,0.95143,0.007779,4.755395,0.061903,0.90307,0.722025,10.148923,70.620421,0.040963,1,0,0,0,0,5.414581,182.345619,4.951497,1,91,7,234,0,0,0
"762",802,0.790336,0.038084,19.986907,0.05211,1.053952,0.4326,9.945162,66.352506,0.107901,1,0,0,0,0,49.425286,301.812994,1.870135,1,446,17,339,0,0,0
"763",841,0.153322,0.007293,8.369539,0.010397,0.943947,0.916924,10.639485,74.263375,0.207943,1,0,0,0,0,11.919581,441.726143,2.337182,1,69,17,755,0,0,0
"764",806,0.482738,0.018203,5.087894,0.02347,0.954598,0.362867,9.466486,68.833015,0.126712,1,0,0,0,0,47.08838,453.935631,3.586426,1,503,17,286,0,0,0
"765",930,0.947979,0.017621,5.755355,0.001287,1.010677,0.360975,9.44856,68.097928,0.063596,1,0,0,0,0,25.675944,262.108483,5.512582,1,583,19,328,0,0,0
"766",766,0.558311,0.032344,7.803879,0.051267,0.986012,0.696358,9.76221,65.445271,0.157927,1,0,0,0,0,45.400021,277.279416,3.163613,1,228,16,522,0,0,0
"767",253,0.907518,0.017415,16.905378,0.066539,1.023209,0.506606,9.776419,74.229798,0.096957,1,0,0,0,0,41.806867,286.338552,3.590401,1,122,6,125,0,0,0
"768",499,0.93542,0.010527,2.708335,0.018746,1.023812,0.747921,10.299286,65.34412,0.173628,1,0,0,0,0,12.591637,509.167679,4.060557,1,124,10,365,0,0,0
"769",242,0.027852,0.021372,18.902728,0.045982,0.941966,0.480269,11.163469,74.661641,0.038639,1,0,0,0,0,24.774043,543.396335,2.562829,1,124,5,113,0,0,0
"770",899,0.481826,0.009422,10.872322,0.031867,0.922575,0.687015,9.620649,61.992413,0.001433,1,0,0,0,0,34.233014,290.670711,2.285245,1,276,18,605,0,0,0
"771",208,0.692284,0.007184,4.642555,0.025517,0.935215,0.647042,10.914635,67.725788,0.237335,1,0,0,0,0,11.860581,396.704108,4.368693,1,72,5,131,0,0,0
"772",968,0.524915,0.005385,6.81154,0.069943,0.925602,0.821595,10.694932,69.15503,0.088202,1,0,0,0,0,16.859511,321.544341,1.231508,1,170,20,778,0,0,0
"773",435,0.789909,0.012563,0.394608,0.022447,0.90325,0.996107,11.052152,69.076772,0.196247,1,0,0,0,0,39.648895,500.040931,2.688647,1,2,9,424,0,0,0
"774",530,0.484199,0.039349,10.772234,0.032436,0.98312,0.685238,11.017512,70.157471,0.100347,1,0,0,0,0,13.974298,303.103767,1.606589,1,164,11,355,0,0,0
"775",799,0.3874,0.029013,0.917447,0.040697,1.023606,0.906842,10.010342,68.261467,0.02529,1,0,0,0,0,11.701205,126.044751,1.039839,1,73,16,710,0,0,0
"776",459,0.84263,0.005597,5.636052,0.032416,0.929903,0.70649,10.198041,66.047915,0.07844,1,0,0,0,0,13.07045,270.585988,4.085821,1,132,10,317,0,0,0
"777",464,0.629828,0.016996,10.039682,0.013586,0.981026,0.711343,11.318175,63.655916,0.102086,1,0,0,0,0,33.526941,212.899052,1.722061,1,132,10,322,0,0,0
"778",204,0.131843,0.000768,10.616469,0.056778,0.911959,0.255471,10.811327,74.285337,0.111003,1,0,0,0,0,46.360737,73.195788,1.413483,1,149,5,50,0,0,0
"779",592,0.73735,0.013379,9.393382,0.041454,0.958073,0.535365,9.302323,69.487567,0.211284,1,0,0,0,0,11.571742,491.686,4.854349,1,270,12,310,0,0,0
"780",162,0.884737,0.027767,2.678206,0.017219,0.933927,0.477041,11.099572,69.606224,0.147753,1,0,0,0,0,27.191709,335.031602,2.957006,1,83,4,75,0,0,0
